index,0,1,2
26457,0.05517999653238803,0.1999515970237553,0.7448683865368366
26458,0.1662723571062088,0.10475212684832513,0.7289755195379257
26459,0.06864393758587539,0.06369398767128587,0.8676620833575726
26460,0.08057793392799795,0.1415579030290246,0.7778641544282436
26461,0.09609917900525033,0.1326391906477511,0.771261639893055
26462,0.10071188304573298,0.27792959567159414,0.6213585026562214
26463,0.05654581019189209,0.9369029067456722,0.006551272846991196
26464,0.11256898241117597,0.0966508889105171,0.7907801270484924
26465,0.08261254290118814,0.0954402582719922,0.8219471871852875
26466,0.08522327803075314,0.2097867545671761,0.7049899734556675
26467,0.04702530580107123,0.07958795060403645,0.873386736959219
26468,0.09265228873118758,0.1597407991066575,0.7476069033145905
26469,0.15929050836712122,0.129995945841074,0.7107135392725468
26470,0.05235481320414692,0.06879194639623165,0.8788532093167305
26471,0.012958296632859856,0.061640397645533085,0.9254012927412987
26472,0.015156115929130465,0.0723387764301151,0.912505105137825
26473,0.012247650418430567,0.06446539959870279,0.9232869558036327
26474,0.06164888048078865,0.9264172129333019,0.01193391447304748
26475,0.01692880247719586,0.04903013748116791,0.9340410530567169
26476,0.08377250912599266,0.13934500934556127,0.7768824957311153
26477,0.08362542209215462,0.17220283672213554,0.7441717460751534
26478,0.14027911145240068,0.10280526708811522,0.7569156177341938
26479,0.07401532866060734,0.11184506909921765,0.81413958594203
26480,0.09638888714835048,0.0724227714817971,0.8311883322894573
26481,0.08870328753255308,0.27581511065363884,0.635481609031558
26482,0.18778261495754123,0.11707712104544044,0.6951402649283409
26483,0.0484829458873719,0.19526423048228025,0.7562528252601624
26484,0.059437215444631875,0.3306940672919154,0.609868723899126
26485,0.079146295087412,0.09576211497187614,0.8250915817916393
26486,0.04516056436114013,0.1364179509691894,0.8184214904904366
26487,0.11587622435763478,0.10950177628546953,0.774621993303299
26488,0.060535039054229856,0.9206323586404324,0.01883260119939223
26489,0.08403755561448634,0.42242095805704594,0.49354149401187897
26490,0.0373673330177553,0.06582221249118447,0.896810457110405
26491,0.09829358663409948,0.08440916985273361,0.8172972612082958
