index,0,1,2
26457,0.10424849903645786,0.16787449744633945,0.7278770035172026
26458,0.10757589699154523,0.16191620060067596,0.7305079024077789
26459,0.10897502263106293,0.16412012837350642,0.7269048489954306
26460,0.10654742614749314,0.1629777544564543,0.7304748193960525
26461,0.1135123518678104,0.17106184157405344,0.7154258065581363
26462,0.12087936361817658,0.2009603707475929,0.6781602656342306
26463,0.20790498456250778,0.7830629420660917,0.00903207337140072
26464,0.10839917157311059,0.16788569278453838,0.723715135642351
26465,0.10790649443470438,0.1746943371171762,0.7173991684481194
26466,0.10904661747752277,0.20105291530635724,0.6899004672161199
26467,0.10289560458472373,0.1730541165949898,0.7240502788202865
26468,0.10994233044650707,0.17253096554813158,0.7175267040053612
26469,0.10844214616639547,0.16758826047812025,0.7239695933554843
26470,0.10424849903645786,0.16787449744633945,0.7278770035172026
26471,0.10654742614749314,0.1629777544564543,0.7304748193960525
26472,0.10424849903645786,0.16787449744633945,0.7278770035172026
26473,0.10654742614749314,0.1629777544564543,0.7304748193960525
26474,0.14048918076428135,0.8578861532717255,0.001624665963993314
26475,0.10492460937294579,0.16285631957732458,0.7322190710497296
26476,0.10546582242173957,0.20093456104179247,0.693599616536468
26477,0.11268561483736188,0.17187683247854446,0.7154375526840936
26478,0.11245310297184533,0.16990585512184142,0.7176410419063132
26479,0.10663628950161216,0.20703068554831536,0.6863330249500724
26480,0.10668121217360708,0.1600488616864262,0.7332699261399667
26481,0.10960670684244787,0.17887694882067373,0.7115163443368783
26482,0.11471912615292847,0.20328793204931248,0.6819929417977592
26483,0.10960670684244787,0.17887694882067373,0.7115163443368783
26484,0.10972674427892705,0.18406709648261702,0.706206159238456
26485,0.1067491599610967,0.162731191505167,0.7305196485337363
26486,0.11105781997452173,0.1801681532077557,0.7087740268177225
26487,0.11196635553852805,0.17733699291898508,0.7106966515424867
26488,0.12816111084429382,0.8468517641010558,0.02498712505465024
26489,0.12489722419653727,0.23213498755983475,0.6429677882436281
26490,0.10866739322652859,0.17949056880145403,0.7118420379720174
26491,0.10757243454266206,0.1687006836890294,0.7237268817683085
26492,0.10890707484357331,0.16143779855476564,0.729655126601661
26493,0.20807086810942338,0.7866220169950737,0.005307114895503077
26494,0.10654742614749314,0.1629777544564543,0.7304748193960525
26495,0.10931501222819417,0.17073627526615903,0.7199487125056467
26496,0.10970492552278761,0.18534777235640604,0.7049473021208064
26497,0.10777270840859045,0.17762322988720428,0.7146040617042052
26498,0.12241432329196116,0.23825747221076074,0.639328204497278
26499,0.10654742614749314,0.1629777544564543,0.7304748193960525
26500,0.11204640613492321,0.16428654829700198,0.7236670455680748
26501,0.11483153547137102,0.16795837317979992,0.717210091348829
26502,0.11634279313750744,0.2002270070822073,0.6834301997802853
26503,0.11946627550309415,0.1707372974390312,0.7097964270578747
26504,0.11553474251859548,0.20844481509019402,0.6760204423912105
